Tweet,Time,Event,Stance
"--- 
+++ 
@@ -766,61 +766,67 @@
 '''Organizations'''
 *[[Run for Something]]<ref>https://directory.runforsomething.net/candidate/1362/velazquez-marjorie</ref>
 }}
 
 ====District 14====
 
 Incumbent Democrat [[Fernando Cabrera (politician) | Fernando Cabrera]] is term-limited and cannot run for a fourth consecutive term. He has filed to run for Bronx Boro President.
 
 ;Democratic primary
 {{Election box begin no change | title=Democratic primary}}
 {{Election box candidate with party link no change
   |party      = Democratic Party (United States)
   |candidate  = Adolfo Abreu
   |votes      = 
   |percentage =
-  }}
+}}
 {{Election box candidate with party link no change
   |party      = Democratic Party (United States)
   |candidate  = Fernando Aquino
   |votes      = 
   |percentage = 
-  }}
+}}
 {{Election box candidate with party link no change
   |party      = Democratic Party (United States)
   |candidate  = Haile Rivera
   |votes      = 
   |percentage =
-  }}
+}}
 {{Election box candidate with party link no change
   |party      = Democratic Party (United States)
   |candidate  = Pierina Sanchez
   |votes      = 
   |percentage =
-  }}
+}}
+{{Election box candidate with party link no change
+  |party      = Democratic Party (United States)
+  |candidate  = Socrates Solano
+  |votes      = 
+  |percentage =
+}}
 {{Election box candidate with party link no change
   |party      = Democratic Party (United States)
   |candidate  = Yudelka Tapia
   |votes      = 
   |percentage =
-  }}
-{{Election box candidate with party link no change
-  |party      = Democratic Party (United States)
-  |candidate  = Write-ins
-  |votes      = 
-  |percentage = 
-  }}
+}}
+{{Election box candidate with party link no change
+  |party      = Democratic Party (United States)
+  |candidate  = Write-ins
+  |votes      = 
+  |percentage = 
+}}
 {{Election box total no change
   | votes = 
   | percentage = 100
 }}
 {{Election box end}}
 
 ====District 15====
 
 Incumbent Democrat [[Ritchie Torres]] is term-limited and cannot run for a third consecutive term. He is the current Democratic nominee for New York's {{ushr|NY|15|15th congressional district}} and, if elected, will have to resign his seat.
 
 ;Democratic primary
 {{Election box begin no change | title=Democratic primary}}
 {{Election box candidate with party link no change
   |party      = Democratic Party (United States)
   |candidate  = Ischia Bravo",2020-11-04 21:53:02+00:00,0,
"--- 
+++ 
@@ -42,23 +42,24 @@
 == Personal life ==
 Leger Fernandez and her husband, Luis Fernandez, have three sons.<ref>{{Cite web|date=May 23, 2020|title=Teresa Leger Fernandez For NM US Congress In District Three|url=https://retakeourdemocracy.org/teresa-leger-fernandez-for-nm-us-congress-in-district-three/|access-date=June 3, 2020|website=Retake Our Democracy|language=en-US}}</ref> Leger Fernandez and her husband have since divorced.
 
 == References ==
 {{reflist}}
 
 == External links ==
 * [https://www.teresaforall.com/ Campaign website]
 * {{Ballotpedia}}
 {{CongLinks|votesmart=189882|fec=H0NM03102}}
 
 {{authority control}}
 
 {{DEFAULTSORT:Leger Fernandez, Teresa}}
 [[Category:20th-century births]]
+[[Category:Female members of the United States House of Representatives]]
 [[Category:Living people]]
 [[Category:New Mexico Democrats]]
 [[Category:New Mexico lawyers]]
 [[Category:People from Las Vegas, New Mexico]]
 [[Category:Stanford Law School alumni]]
 [[Category:Yale University alumni]]
 [[Category:Women in New Mexico politics]]
 [[Category:San Miguel County, New Mexico]]",2020-11-06 05:31:59+00:00,1,
"--- 
+++ 
@@ -86,22 +86,23 @@
 {{s-bef|before=[[Vincent Fort]]}}
 {{s-ttl|title=Member of the [[Georgia State Senate]]<br>from the 39th district|years=2017–present}}
 {{s-inc}}
 {{s-end}}
 
 {{Democratic State Chairs}}
 {{Georgia State Senators}}
 {{Democratic Party of Georgia}}
 {{authority control}}
 
 {{DEFAULTSORT:Williams, Nikema}}
 [[Category:1978 births]]
 [[Category:21st-century American women politicians]]
 [[Category:21st-century American politicians]]
 [[Category:African-American state legislators in Georgia (U.S. state)]]
+[[Category:Female members of the United States House of Representatives]]
 [[Category:Georgia (U.S. state) Democrats]]
 [[Category:Georgia (U.S. state) state senators]]
 [[Category:Living people]]
 [[Category:People from Lee County, Alabama]]
 [[Category:State political party chairs of Georgia (U.S. state)]]
 [[Category:Talladega College alumni]]
 [[Category:Women state legislators in Georgia (U.S. state)]]",2020-11-06 05:33:31+00:00,1,
"--- 
+++ 
@@ -14,31 +14,31 @@
 |district1     = 22nd
 |term_start1   = November 18, 2014
 |term_end1     = 
 |predecessor1  = Rob Johnson
 |successor1    =  
 |birth_name   = Stephanie Asady
 |birth_date    = {{birth date and age|1973|11|11}}
 |birth_place   = [[Oklahoma City]], [[Oklahoma]], U.S.
 |death_date    = 
 |death_place   = 
 |party         = [[Republican Party (United States)|Republican]]
 |education     = [[Oklahoma State University–Stillwater|Oklahoma State University, Stillwater]] ([[Bachelor of Science|BS]])
 |spouse        =   Geoffrey Bice
 |website       = {{url|https://www.biceforcongress.com/|Campaign website}}    
 }}
-'''Stephanie Bice''' (born November 11, 1973) is a U.S. politician; the first Iranian American elected to Congress.<ref>{{cite web
+'''Stephanie Bice''' (née '''Asady'''; born November 11, 1973) is an American politician, the first Iranian American elected to Congress.<ref>{{cite web
  | last = Bice
  | first = Stephanie
  | title =  Stephanie Bice Candidate U.S. House of Representatives (R-5th/OK)
  | url = http://www.iranianamericanpac.org/stephanie-bice.aspx
  | access-date = November 5, 2020 }}</ref> Her father was an Iranian immigrant named Hosein Asady, also known as Joe Asady.<ref>{{cite web
  | last = Rand
  | first = Ayan
  | title =  Ayn Rand Was Right
  | url = https://ymlp.com/zGVCfu
  | access-date = November 5, 2020 }}</ref> She has served in the [[Oklahoma Senate]] from the 22nd district since 2014.<ref>{{cite web|url=https://newsok.com/article/4949182/on-the-ballot-oklahoma-senate-district-22 |title=On the ballot: Oklahoma Senate District 22 |publisher=Newsok.com |date=June 21, 2014 |accessdate=December 28, 2018}}</ref><ref>{{cite web|url=http://www.oksenate.gov/Senators/biographies/bice_bio.aspx |title=Senator Stephanie Bice - District 22 |publisher=Oksenate.gov |date= |accessdate=December 28, 2018}}</ref> She is the Representative-elect for {{ushr|OK|5}} after defeating incumbent Democrat [[Kendra Horn]] in the [[2020 United States House of Representatives elections in Oklahoma|2020 election]].<ref>{{Cite news|title=Live: Oklahoma State Primary Election Results 2020|work=The New York Times|url=https://www.nytimes.com/interactive/2020/06/30/us/elections/results-oklahoma-primary-elections.html|access-date=July 1, 2020|issn=0362-4331}}</ref>
 
 ==Education and early career==
 Born in [[Oklahoma City]], Bice graduated from [[Oklahoma State University–Stillwater|Oklahoma State University]] with a bachelor's degree in marketing and a minor in international business.<ref>{{cite news |last1=Snyder |first1=Dan |title=Meet the candidate: Stephanie Bice (R-OK5) |url=https://okcfox.com/news/election/meet-the-candidate-stephanie-bice-r-ok5 |work=KOKH |date=June 17, 2020}}</ref>
 
 Bice worked for eight years in financial oversight, business strategy and marketing for her family's technology company in [[Oklahoma City|Oklahoma City, Oklahoma]]. She later helped lead a boutique digital marketing agency in Oklahoma City as vice president of business development.<ref>{{cite news |last1=Forman |first1=Carmen |title=Outlook 2020: Bice played a key role in bringing Oklahoma into the modern liquor era |url=https://oklahoman.com/article/5658428/outlook-2020-bice-played-a-key-role-in-bringing-oklahoma-into-the-modern-liquor-era |accessdate=October 13, 2020 |work=Oklahoman.com |date=April 12, 2020}}</ref><ref>{{cite news |title=Bice announces bid |url=https://yukonprogressnews.com/2019/04/26/bice-announces-bid/ |accessdate=October 13, 2020 |work=Yukon Progress |date=April 26, 2019}}</ref>",2020-11-06 05:14:56+00:00,1,
"--- 
+++ 
@@ -129,18 +129,19 @@
 {{s-bef|before=[[Gil Kahele]]}}
 {{s-ttl|title=Member of the [[Hawaii Senate]]<br>from the 1st district|years=2016–present}}
 {{s-inc}}
 {{s-end}}
 
 {{Hawaii State Senators}}
 {{Authority control}}
 
 {{DEFAULTSORT:Kahele, Kaiali'i}}
 [[Category:1974 births]]
 [[Category:Hawaii Democrats]]
 [[Category:Hawaii National Guard personnel]]
 [[Category:Hawaii Rainbow Warriors volleyball players]]
 [[Category:Hawaii state senators]]
 [[Category:Living people]]
+[[Category:Native American members of the United States Congress]]
 [[Category:Native Hawaiian politicians]]
 [[Category:People from Hilo, Hawaii]]
 [[Category:University of Hawaii at Manoa alumni]]",2020-11-06 04:55:13+00:00,1,
"--- 
+++ 
@@ -77,22 +77,24 @@
 *[http://www.nmlegis.gov/lcs/legislator_details.aspx?SPONCODE=HHERY Official page] at the [[New Mexico Legislature]]
 *{{CongLinks | congbio = | votesmart = 104052 | fec = | congress = }}
 *[http://ballotpedia.org/Yvette_Herrell Yvette Herrell] at [[Ballotpedia]]
 *[http://www.followthemoney.org/database/uniquecandidate.phtml?uc=141475 Yvette Herrell] at the National Institute on Money in State Politics
 
 {{Authority control}}
 
 {{DEFAULTSORT:Herrell, Yvette}}
 
 [[Category:Living people]]
 [[Category:21st-century American politicians]]
 [[Category:21st-century American women politicians]]
 [[Category:Candidates in the 2018 United States elections]]
 [[Category:Cherokee people]]
 [[Category:Members of the New Mexico House of Representatives]]
+[[Category:Native American members of the United States Congress]]
+[[Category:Native American politicians]]
 [[Category:New Mexico Republicans]]
 [[Category:People from Alamogordo, New Mexico]]
 [[Category:Women state legislators in New Mexico]]
 [[Category:People from Ruidoso, New Mexico]]
 [[Category:Businesspeople from New Mexico]]
 [[Category:20th-century American businesswomen]]
 [[Category:American real estate brokers]]",2020-11-06 04:54:48+00:00,1,
"--- 
+++ 
@@ -5,30 +5,31 @@
 | image = YvetteHerrell.jpg
 | state = [[New Mexico]]
 | district = [[New Mexico's 2nd congressional district|2nd]]
 | succeeding = [[Xochitl Torres Small]]
 | term_start = January 3, 2021
 | state_house1 = New Mexico
 | district1 = 51st
 | term_start1 = January 18, 2011
 | term_end1 = January 15, 2019
 | predecessor1 = [[Gloria Vaughn]]
 | successor1 = [[Rachel A. Black]]
 | birth_date = 
 | birth_place = [[Ruidoso, New Mexico]], U.S.
 | death_date = 
 | death_place = 
+| religião: Christian
 | party = [[Republican Party (United States)|Republican]]
 | education = [[ITT Technical Institute]]
 }}
 
 '''Yvette Herrell'''<ref name=""PVS"">{{Cite web |title=Yvette Herrell's Biography |url=https://justfacts.votesmart.org/candidate/biography/121681/yvette-herrell |access-date=April 3, 2020 |publisher=[[Project Vote Smart]]}}</ref> is an [[United States|American]] politician, businesswoman, and real estate agent who is the Representative-elect for [[New Mexico's 2nd congressional district]]. She previously served as a member of the [[New Mexico House of Representatives]] for District 51 from January 18, 2011 until January 15, 2019.<ref name=""NML"">{{Cite web |title=Representative Yvette Herrell (R) |url=http://www.nmlegis.gov/lcs/legislator_details.aspx?SPONCODE=HHERY |access-date=February 12, 2014 |publisher=[[New Mexico Legislature]] |location=[[Santa Fe, New Mexico]]}}</ref>
 
 Herrell was the Republican nominee for [[New Mexico's 2nd congressional district]] in the 2018 elections. She was defeated by [[Democratic Party (United States)|Democrat]] [[Xochitl Torres Small]]. Herrell again became the Republican nominee for the [[New Mexico's 2nd congressional district|2nd district]] in 2020, defeating [[Xochitl Torres Small|Torres Small]] in the November general election.<ref>{{Cite news|last=Edmondson|first=Catie|date=2020-11-04|title=Yvette Herrell Ousts Xochitl Torres Small From New Mexico House Seat|language=en-US|work=The New York Times|url=https://www.nytimes.com/2020/11/04/us/politics/new-mexico-yvette-herrell.html|access-date=2020-11-04|issn=0362-4331}}</ref> She is the third Native American woman elected to Congress, the second Native woman from New Mexico and the first Republican Native Woman.
 
 == Early life and education ==
 Born in [[Ruidoso, New Mexico]], Herrell is a member of the [[Cherokee Nation]].<ref name=""native"">{{Cite web |last=Olmstead |first=Mallory |date=November 6, 2018 |title=Two Native American Women Become First Elected to Congress |url=https://slate.com/news-and-politics/2018/11/sharice-davids-deb-haaland-first-native-american-women-elected-congress.html |website=[[Slate (magazine)|Slate]]}}</ref><ref>[http://tn--npta2.www3.capwiz.com/bio/id/65799]</ref> After attending Cloudcroft High School, Herrell earned a legal secretary diploma from the [[ITT Technical Institute]] School of Business in [[Boise, Idaho]].<ref>{{Cite web |last=Candidate |first=The |title=2nd Congressional District candidate Yvette Herrell |url=https://www.abqjournal.com/1167038/2nd-congressional-district-candidate-yvette-herrell.html |access-date=2020-06-03 |website=www.abqjournal.com |language=en-US}}</ref><ref>{{Cite web |last=Candidate |first=The |title=Q&A: Congressional District 2 Yvette Herrell |url=https://www.abqjournal.com/1451187/qa-congressional-district-2-yvette-herrell.html |access-date=2020-06-03 |website=www.abqjournal.com |language=en-US}}</ref><ref>{{Cite web |last=Barbati |first=Duane |title=Yvette Herrell running for Congressional seat vacated by Pearce |url=https://www.alamogordonews.com/story/news/local/community/2017/07/12/yvette-herrell-running-congressional-seat-vacated-pearce/470703001/ |access-date=2020-06-05 |website=Alamogordo Daily News |language=en}}</ref><ref>{{Cite web |last=Devine |first=Jacqueline |title=Incumbent Herrell looking to retain state District 51 seat |url=https://www.alamogordonews.com/story/news/politics/elections/2016/10/20/incumbent-herrell-looking-retain-state-district-51-seat/92480262/ |access-date=2020-06-05 |website=Alamogordo Daily News |language=en}}</ref>
 
 == Career ==
 Since graduating from the [[ITT Technical Institute]], Herrell has worked as a realtor in [[Alamogordo, New Mexico]].<ref>{{Cite web |title=Yvette Herrell |url=https://ballotpedia.org/Yvette_Herrell |access-date=2020-06-05 |website=Ballotpedia |language=en}}</ref><ref>{{Cite web |title=YVETTE HERRELL {{!}} New Mexico REALTORS® |url=https://www.newmexicohomesearch.com/agents/yvette-herrell/ |access-date=2020-06-05 |website=www.newmexicohomesearch.com}}</ref>
 
 === New Mexico House of Representatives ===",2020-11-06 05:06:09+00:00,1,
"--- 
+++ 
@@ -1,31 +1,31 @@
 {{Use American English|date=July 2020}}
 {{short description|American politician|bot=PearBOT 5}}
 {{Infobox officeholder
 | name = Yvette Herrell
 | image = YvetteHerrell.jpg
 | state = [[New Mexico]]
 | district = [[New Mexico's 2nd congressional district|2nd]]
 | succeeding = [[Xochitl Torres Small]]
 | term_start = January 3, 2021
 | state_house1 = New Mexico
 | district1 = 51st
 | term_start1 = January 18, 2011
 | term_end1 = January 15, 2019
 | predecessor1 = [[Gloria Vaughn]]
 | successor1 = [[Rachel A. Black]]
-| Religion = [[Christian]]
+| birth_date = 
 | birth_place = [[Ruidoso, New Mexico]], U.S.
 | death_date = 
 | death_place = 
 | party = [[Republican Party (United States)|Republican]]
 | education = [[ITT Technical Institute]]
 }}
 
 '''Yvette Herrell'''<ref name=""PVS"">{{Cite web |title=Yvette Herrell's Biography |url=https://justfacts.votesmart.org/candidate/biography/121681/yvette-herrell |access-date=April 3, 2020 |publisher=[[Project Vote Smart]]}}</ref> is an [[United States|American]] politician, businesswoman, and real estate agent who is the Representative-elect for [[New Mexico's 2nd congressional district]]. She previously served as a member of the [[New Mexico House of Representatives]] for District 51 from January 18, 2011 until January 15, 2019.<ref name=""NML"">{{Cite web |title=Representative Yvette Herrell (R) |url=http://www.nmlegis.gov/lcs/legislator_details.aspx?SPONCODE=HHERY |access-date=February 12, 2014 |publisher=[[New Mexico Legislature]] |location=[[Santa Fe, New Mexico]]}}</ref>
 
 Herrell was the Republican nominee for [[New Mexico's 2nd congressional district]] in the 2018 elections. She was defeated by [[Democratic Party (United States)|Democrat]] [[Xochitl Torres Small]]. Herrell again became the Republican nominee for the [[New Mexico's 2nd congressional district|2nd district]] in 2020, defeating [[Xochitl Torres Small|Torres Small]] in the November general election.<ref>{{Cite news|last=Edmondson|first=Catie|date=2020-11-04|title=Yvette Herrell Ousts Xochitl Torres Small From New Mexico House Seat|language=en-US|work=The New York Times|url=https://www.nytimes.com/2020/11/04/us/politics/new-mexico-yvette-herrell.html|access-date=2020-11-04|issn=0362-4331}}</ref> She is the third Native American woman elected to Congress, the second Native woman from New Mexico and the first Republican Native Woman.
 
 == Early life and education ==
 Born in [[Ruidoso, New Mexico]], Herrell is a member of the [[Cherokee Nation]].<ref name=""native"">{{Cite web |last=Olmstead |first=Mallory |date=November 6, 2018 |title=Two Native American Women Become First Elected to Congress |url=https://slate.com/news-and-politics/2018/11/sharice-davids-deb-haaland-first-native-american-women-elected-congress.html |website=[[Slate (magazine)|Slate]]}}</ref><ref>[http://tn--npta2.www3.capwiz.com/bio/id/65799]</ref> After attending Cloudcroft High School, Herrell earned a legal secretary diploma from the [[ITT Technical Institute]] School of Business in [[Boise, Idaho]].<ref>{{Cite web |last=Candidate |first=The |title=2nd Congressional District candidate Yvette Herrell |url=https://www.abqjournal.com/1167038/2nd-congressional-district-candidate-yvette-herrell.html |access-date=2020-06-03 |website=www.abqjournal.com |language=en-US}}</ref><ref>{{Cite web |last=Candidate |first=The |title=Q&A: Congressional District 2 Yvette Herrell |url=https://www.abqjournal.com/1451187/qa-congressional-district-2-yvette-herrell.html |access-date=2020-06-03 |website=www.abqjournal.com |language=en-US}}</ref><ref>{{Cite web |last=Barbati |first=Duane |title=Yvette Herrell running for Congressional seat vacated by Pearce |url=https://www.alamogordonews.com/story/news/local/community/2017/07/12/yvette-herrell-running-congressional-seat-vacated-pearce/470703001/ |access-date=2020-06-05 |website=Alamogordo Daily News |language=en}}</ref><ref>{{Cite web |last=Devine |first=Jacqueline |title=Incumbent Herrell looking to retain state District 51 seat |url=https://www.alamogordonews.com/story/news/politics/elections/2016/10/20/incumbent-herrell-looking-retain-state-district-51-seat/92480262/ |access-date=2020-06-05 |website=Alamogordo Daily News |language=en}}</ref>
 
 == Career ==",2020-11-06 05:15:28+00:00,1,
"--- 
+++ 
@@ -59,24 +59,26 @@
 {{s-off}}
 {{s-bef|before=[[Bill Baarsma]]}}
 {{s-ttl|title=Mayor of [[Tacoma, Washington|Tacoma]]|years=2010–2018}}
 {{s-aft|after={{nowrap|[[Victoria Woodards]]}}}}
 {{s-end}}
 
 {{authority control}}
 
 {{DEFAULTSORT:Strickland, Marilyn}}
 [[Category:1962 births]]
 [[Category:21st-century American politicians]]
 [[Category:21st-century American women politicians]]
 [[Category:African-American mayors]]
 [[Category:African-American people in Washington (state) politics]]
 [[Category:African-American women in politics]]
+[[Category:American mayors of Korean descent]]
+[[Category:American politicians of Korean descent]]
+[[Category:American women of Korean descent in politics]]
+[[Category:Clark Atlanta University alumni]]
 [[Category:Living people]]
 [[Category:Mayors of Tacoma, Washington]]
+[[Category:Members of the United States Congress of Asian descent]]
+[[Category:People from Seoul]]
 [[Category:Washington (state) Democrats]]
 [[Category:Women mayors of places in Washington (state)]]
 [[Category:University of Washington alumni]]
-[[Category:Clark Atlanta University alumni]]
-[[Category:People from Seoul]]
-[[Category:American women of Korean descent in politics]]
-[[Category:American mayors of Korean descent]]",2020-11-06 05:00:31+00:00,1,
"--- 
+++ 
@@ -25,39 +25,30 @@
 | party1 = Republican Party (United States)
 | home_state1 = [[Florida]]
 | running_mate1 = [[Mike Pence]]
 | electoral_vote1 =
 | popular_vote1 = 108,231
 | percentage1 = 62.9%
 
 | image2 = Joe Biden 2013.jpg
 | nominee2 = [[Joe Biden]]
 | party2 = Democratic Party (United States)
 | home_state2 = [[Delaware]]
 | running_mate2 = [[Kamala Harris]]
 | electoral_vote2 =
 | popular_vote2 = 56,849
 | percentage2 = 33.0%
-<!--SEE TALK PAGE CONSENSUS NOTE BEFORE ADDING OR REMOVING CANDIDATES. Inclusion criteria have been discussed, and ballot access is not a factor.-->
-| image3 = Jo Jorgensen portrait 3 (crop 1).jpg
-| nominee3 = [[Jo Jorgensen]]
-| party3 = Libertarian Party (United States)
-| home_state3 = [[South Carolina]]
-| running_mate3 = [[Spike Cohen]]
-| electoral_vote3 =
-| popular_vote3 = 4,557
-| percentage3 = 2.6%
 
 | title = President
 | before_election = [[Donald Trump]]
 | before_party = Republican Party (United States)
 | after_election = 
 | after_party = 
 }}
 {{ElectionsAK}}
 The '''2020 United States presidential election in Alaska''' was held on Tuesday, November 3, 2020, as part of the [[2020 United States elections]] in which all 50 states plus the [[Washington, D.C.|District of Columbia]] will participate.<ref>{{Cite news|url=https://www.independent.co.uk/news/world/americas/us-elections-key-dates-midterms-2020-presidential-house-congress-senate-a8472821.html|title=US elections key dates: When are the 2018 midterms and the 2020 presidential campaign?|last=Kelly|first=Ben|date=August 13, 2018|work=[[The Independent]]|access-date=January 3, 2019|archive-date=January 3, 2019|archive-url=https://web.archive.org/web/20190103202343/https://www.independent.co.uk/news/world/americas/us-elections-key-dates-midterms-2020-presidential-house-congress-senate-a8472821.html|url-status=live}}</ref> [[Alaska]] voters will choose electors to represent them in the [[United States Electoral College|Electoral College]] via a popular vote. The state of Alaska has 3 electoral votes in the Electoral College.<ref>{{cite web|url=https://www.archives.gov/federal-register/electoral-college/allocation.html|title=Distribution of Electoral Votes|website=[[National Archives and Records Administration]]|access-date=January 3, 2019|archive-date=January 9, 2019|archive-url=https://web.archive.org/web/20190109144218/https://www.archives.gov/federal-register/electoral-college/allocation.html|url-status=live}}</ref>
 
 By the time that the primary elections were held in Alaska on April 10, 2020, incumbent President [[Donald Trump]] was already the Republican Party's [[presumptive nominee]], being the only viable declared major candidate left. On the Democratic Party's side, former [[Vice President of the United States|Vice President]] [[Joe Biden]] became the presumptive nominee on April 8, 2020 after [[United States Senate|Senator]] [[Bernie Sanders]] dropped out. The Libertarian Party, which received over 5% of the vote in [[2016 United States presidential election in Alaska|2016]], has nominated [[Jo Jorgensen]].
 
 ==Primary elections==
 ===Canceled Republican primary===
 {{see|2020 Republican Party presidential primaries#Cancellation of state caucuses or primaries}}",2020-11-07 06:55:54+00:00,2,
"--- 
+++ 
@@ -26,40 +26,30 @@
 | party1 = Republican Party (United States)
 | home_state1 = [[Florida]]
 | running_mate1 = '''[[Mike Pence]]'''
 | electoral_vote1 = '''7'''
 | popular_vote1 = '''1,018,870'''
 | percentage1 = '''65.4%'''
 
 | image2 = Joe Biden 2013.jpg
 | nominee2 = [[Joe Biden]]
 | party2 = Democratic Party (United States)
 | home_state2 = [[Delaware]]
 | running_mate2 = [[Kamala Harris]]
 | electoral_vote2 = 0
 | popular_vote2 = 503,289
 | percentage2 = 32.3%
-<!--SEE TALK PAGE CONSENSUS NOTE BEFORE ADDING OR REMOVING CANDIDATES. Inclusion criteria have been discussed, and ballot access is not a factor.-->
-| image3 = Jo Jorgensen portrait 3 (crop 1).jpg
-| nominee3 = [[Jo Jorgensen]]
-| party3 = Libertarian Party (United States)
-| home_state3 = [[South Carolina]]
-| running_mate3 = [[Spike Cohen]]
-| electoral_vote3 = 0
-| popular_vote3 = 24,686
-| percentage3 = 1.6%
-
 
 | map_image = Oklahoma Presidential Election Results 2020.svg
 | map_size = 400px
 | map_caption = County Results
 
 {{col-start}}
 '''Trump''' 
 {{legend|#F2B3BE|40–50%}} 
 {{legend|#E27F90|50–60%}} 
 {{legend|#CC2F4A|60–70%}} 
 {{legend|#D40000|70–80%}} 
 {{legend|#AA0000|80–90%}} 
 {{legend|#800000|90-100%}}
 {{col-end}}
 | title = President",2020-11-07 06:53:22+00:00,2,
"--- 
+++ 
@@ -26,39 +26,30 @@
 | party1 = Democratic Party (United States)
 | home_state1 = [[Delaware]]
 | running_mate1 = '''[[Kamala Harris]]'''
 | electoral_vote1 = '''9'''
 | popular_vote1 =  '''1,703,674'''
 | percentage1 = '''55.1%'''
 
 | image2 = Donald Trump official portrait (cropped).jpg
 | nominee2 = [[Donald Trump]]
 | party2 = Republican Party (United States)
 | home_state2 = [[Florida]]
 | running_mate2 = [[Mike Pence]]
 | electoral_vote2 = 0
 | popular_vote2 = 1,305,500
 | percentage2 = 42.3%
-<!--SEE TALK PAGE CONSENSUS NOTE BEFORE ADDING OR REMOVING CANDIDATES. Inclusion criteria have been discussed, and ballot access is not a factor.-->
-| image3 = Jo Jorgensen portrait 3 (crop 1).jpg
-| nominee3 = [[Jo Jorgensen]]
-| party3 = Libertarian Party (United States)
-| home_state3 = [[South Carolina]]
-| running_mate3 = [[Spike Cohen]]
-| electoral_vote3 = 0
-| popular_vote3 = 48,149
-| percentage3 = 1.6%
 
 | title = President
 | before_election = [[Donald Trump]]
 | before_party = Republican Party (United States)
 | after_election = 
 | after_party = 
 }}
 {{ElectionsCO}}
 The '''2020 United States presidential election in Colorado''' was held on Tuesday, November 3, 2020, as part of the [[2020 United States presidential election]] in which all 50 states plus the [[Washington, D.C.|District of Columbia]] will participate.<ref>{{Cite news|url=https://www.independent.co.uk/news/world/americas/us-elections-key-dates-midterms-2020-presidential-house-congress-senate-a8472821.html|title=US elections key dates: When are the 2018 midterms and the 2020 presidential campaign?|last=Kelly|first=Ben|date=August 13, 2018|work=[[The Independent]]|access-date=January 3, 2019}}</ref> [[Colorado]] voters will choose electors to represent them in the [[United States Electoral College|Electoral College]] via a popular vote. The state of Colorado has 9 electoral votes in the Electoral College.<ref>{{Cite web|url=https://www.archives.gov/federal-register/electoral-college/allocation.html|title=Distribution of Electoral Votes|website=[[National Archives and Records Administration]]|access-date=January 3, 2019}}</ref>
 
 The [[Democratic National Committee]] proposed [[Denver]] as a finalist to host the [[2020 Democratic National Convention]], but the city declined, citing conflicts.<ref>{{Cite news|url=https://fox6now.com/2018/06/20/city-of-milwaukee-named-as-1-of-3-finalists-to-host-2020-dnc-convention/|title=City of Milwaukee 1 of 3 finalists to host 2020 Democratic National Convention|date=2018-06-20|work=FOX6Now.com|access-date=2018-07-01|language=en-US}}</ref> The DNC ultimately decided to hold the convention in [[Milwaukee|Milwaukee, Wisconsin]].
 
 ==Primary elections==
 The primary elections were held on [[Super Tuesday]], March 3, 2020.
 ",2020-11-07 06:57:50+00:00,2,
